book_a;book_b;count
0425170349;0446601241;5
0425192733;0156027321;5
0553569910;0312983271;5
0451190556;0451526341;5
0451190521;155874262X;5
0060173289;067976402X;5
0385479565;0060922532;5
0385720955;0679429220;5
0385479565;0060502258;5
0802130208;0385722206;5
0425132951;034539657X;5
0312150601;067976402X;5
0553268449;0671003755;5
0446530077;0767905180;5
0385512104;0060928336;5
0671759345;0671695126;5
0671759345;0671729411;5
0425192725;0743418174;5
0374199698;0375726403;5
0385720955;038549081X;5
0061097101;0452282152;5
0451190556;0451176464;5
0425192725;0786868716;5
0385503954;0375705856;5
0375705198;0060934417;5
0553213105;043935806X;5
0399147195;0449219364;5
0553569910;0312966091;5
0374199698;0312278586;5
0451456521;0312195516;5
0156028778;0786868716;5
0156006529;0142001430;5
0451190556;0451167317;5
0553275976;0345380371;5
0553213105;0440211727;5
0375400117;0312195516;5
055356451X;0446601241;5
0553213105;0446310786;5
0425172546;0312924585;5
0553213105;0446672211;5
0812551478;059035342X;5
0374129983;0971880107;5
0156005891;0671001795;5
0812551486;0812548051;5
0375703861;0446310786;5
0671568175;0743460529;5
0374129983;0743418174;5
0425192725;1400034779;5
0060175966;0375700757;5
0553572040;0553560247;5
0345413881;0671001795;5
0440236053;0312980140;5
0440236053;0312976275;5
0553572040;055357258X;5
0515121495;0446610038;5
0345413881;055357230X;5
0316779490;0316666343;5
0345413881;0553285920;5
0385318782;0316666343;5
0425150143;044021145X;5
0553572040;055356773X;5
0679736042;0679781587;5
0316777730;043935806X;5
0553294903;0373483503;5
034541389X;0446605484;5
067100042X;0439139600;5
0679736042;0375705856;5
067100042X;0446672211;5
0679736042;0060987103;5
1878424319;0156027321;5
0345417623;0786868716;5
039914840X;0515128546;5
039914840X;0515128554;5
039914840X;0515131229;5
0385318782;0375707972;5
0446613266;0316666343;5
0553294903;0446608955;5
0553294903;0446605239;5
0553294903;0515102636;5
0451153553;0375504397;5
0345413903;0345413873;5
034541389X;0743418204;5
0451153553;0385504209;5
0743412028;0312305060;5
0679735909;0671003755;5
034541389X;0446610038;5
0142004235;0312305060;5
0142004235;0312195516;5
0446525502;0446531332;5
067164257X;038531292X;5
0671867091;0440211727;5
0385497466;0316693006;5
0142004235;0375726403;5
0385497466;038550120X;5
0385497466;0385490992;5
0786881852;0375707972;5
0140067477;0440219078;5
0446525502;0446608955;5
0452282195;0671003755;5
0743412028;014025448X;5
067100042X;0312966091;5
0446365386;0671880314;5
0553582747;0743235150;5
0425148297;0553265741;5
0380789035;0679429220;5
0060977493;0060915544;5
0345413903;0446605484;5
0345413903;0446611212;5
0060977493;0316601950;5
0345416260;0316776963;5
0440211263;0679781587;5
0060977493;0345424719;5
0743412028;0385484518;5
0385318782;068484477X;5
0345413903;0425178765;5
0345413903;0425182878;5
034541389X;0452269571;5
039592720X;067976402X;5
039592720X;0679781587;5
0679735909;0064400557;5
0345413903;0743418174;5
0671023616;0440213525;5
0345413903;0671001795;5
0380018179;0345337662;5
0345417623;0312195516;5
0440211263;0440226430;5
0385319207;0316569321;5
0385319207;0316666343;5
0345417623;0312305060;5
0345417623;0345342968;5
0385502532;0385720106;5
0515120006;0553272837;5
1880418568;0451156609;5
0679735771;0440206154;5
0425161242;0316666343;5
0515120006;0373243790;5
0425150984;0515132020;5
051512219X;0515136530;5
0345413369;0345413377;5
0743235150;034538475X;5
0316782262;0312278586;5
0316781266;014029628X;5
039592720X;0375726403;5
0743235150;0440236703;5
0425150984;0515128546;5
051512219X;0515102636;5
0425150984;0515128554;5
051512219X;0515118230;5
0743235150;0670855030;5
0316781266;0805063897;5
0399148639;0316666343;5
0399148639;0316693006;5
0743235150;0553582747;5
051512219X;0515126772;5
0440235596;0553280341;5
051512219X;0515128554;5
0316781266;0743237188;5
0446610399;0375706771;5
0399148639;0316154059;5
0399148639;0316693235;5
0316781266;0452282152;5
0316781266;0609804138;5
0425150984;051511779X;5
0679734775;0671003755;5
0440207770;0440122090;5
0440207770;0440213290;5
0679734775;059035342X;5
0679734775;0671027360;5
0385319207;0375707972;5
0553578693;0553578685;5
0679735771;0142001740;5
0679735771;0312195516;5
0515120006;0515122734;5
0446613266;0446605484;5
0515120006;0515127833;5
0446613266;0446611212;5
0679735771;0671027360;5
0679735771;0679723161;5
0446613266;0440241537;5
0515137111;0515121843;5
0446613266;0446609404;5
0446613266;0446609323;5
0425161242;0425151867;5
0425161242;0425147622;5
0380789019;0671027360;5
0671024108;0312983867;5
0671024108;0312976275;5
0446365386;0618002219;5
0836220889;0836218620;5
0060096195;0385335482;5
0312243022;067976402X;5
0425118703;0425136981;5
0425118703;042513525X;5
0836220889;0836218787;5
0425133540;0440221471;5
038572179X;0312195516;5
1551665301;0375412824;5
0671525743;0425189031;5
1551665301;0316666343;5
0446604844;0385504209;5
0425133540;0440220602;5
0060096195;0385335881;5
038572179X;0060928336;5
0385474016;0446310786;5
0060008032;014029628X;5
0671039741;0451161343;5
0671525743;0440214041;5
0380018179;0446365386;5
0425133540;0440234743;5
0786889020;0312195516;5
0786889020;0060392452;5
0312243022;0743418174;5
0452266564;0345337662;5
0786889020;0316666343;5
0836220889;0836221362;5
0671039741;0451167538;5
0553569910;0446610038;5
0671525743;042518630X;5
0553573616;0316666343;5
0452266564;0446610399;5
055356773X;0061009059;5
0446322180;0449212602;5
0553380095;0743237188;5
0836221362;0836218221;5
0836221362;0836220889;5
0385474016;0804111359;5
0425174271;0316666343;5
0446365386;0060987103;5
0312265840;0061009059;5
0425178765;0312976275;5
0553573403;0440215625;5
0671864173;0671617028;5
0312265840;0312966970;5
0425178765;0312924585;5
002542730X;0345370775;5
0425133540;059035342X;5
0446322180;0316666343;5
0553380095;0671003755;5
1551665301;0446605239;5
0385474016;0553280341;5
0446322180;0345361792;5
0375406530;0312195516;5
0446604844;0440236673;5
0140067477;0743436210;5
0451202341;0142000205;5
0425174271;0425132048;5
0553569058;0312195516;5
0446365386;0345361792;5
0671525743;0373483503;5
0451197747;0446672211;5
038572179X;0375726403;5
0553213172;059035342X;5
0399144463;0439064864;5
0671028375;1400034779;5
0446365386;0399501487;5
0425133540;0446364193;5
0671042262;034540288X;5
0446525537;059035342X;5
0671042262;0345413881;5
0060175966;0375726403;5
038572179X;0385512104;5
0446607193;0440226430;5
0140067779;0312305060;5
0812511816;0345313860;5
0380018179;0446310786;5
038572179X;014029628X;5
0451197747;0446605239;5
0446365386;0375412530;5
0385498721;0380813815;5
0446365386;0380018179;5
0399144463;0385504209;5
0451202341;0316899984;5
0060175966;0449005615;5
0399144463;0385484518;5
0894808249;0060502258;5
0894808249;0060928336;5
0446525537;0446520802;5
0380018179;0312976275;5
0060175966;0380813815;5
0060175966;0385504209;5
0060096195;0060085452;5
0446604844;0440225701;5
006109868X;0316666343;5
0887307876;0385504209;5
002542730X;0060987103;5
0425129586;0312195516;5
0553274503;0446310786;5
0425101452;0425128164;5
0451202341;0452282829;5
0140280553;0060987103;5
0142002267;0375760911;5
038572179X;0679781587;5
067164257X;0446605239;5
0425129586;0316666343;5
0811811409;0877017883;5
0446525537;0312278586;5
0140280553;0385722206;5
0553569910;0515122491;5
0142002267;1400034779;5
0609610597;0553289411;5
0451409973;0312195516;5
0553560247;055356773X;5
0060175966;0679781587;5
0671525743;0061009059;5
0451409973;0375502238;5
0671867091;0440213525;5
0671867091;0440214041;5
0553560247;0553572040;5
0671867091;0440219078;5
0140280553;0156027321;5
0140280553;0312195516;5
002542730X;0064407667;5
0425175405;0440220602;5
0064400042;0439064864;5
0553560247;0553578308;5
0894808249;0316666343;5
0060175966;1400034779;5
0375406530;067976402X;5
0425128164;0345353145;5
038548951X;0142001740;5
0142002267;0671027360;5
0451203771;0440235596;5
042511774X;067976402X;5
0142002267;0451524934;5
0375411550;0142000205;5
0446532452;0142001740;5
0446676098;0786868716;5
0425128164;0440220602;5
0451188454;074343627X;5
0609610597;0446532231;5
0446525537;0439064872;5
0446343455;0316666343;5
0142002267;043935806X;5
0380012863;0060928336;5
0451203771;0440223202;5
0671042262;0380731851;5
0609610597;0439136350;5
0142002267;0312278586;5
0553278746;0345342968;5
0451188454;0440221471;5
0609610597;0439064864;5
0425128164;0425101452;5
0609610597;043935806X;5
0609610597;0439139597;5
0671867091;0671867172;5
067164257X;0446608955;5
0446525502;0316969443;5
0451203771;0515131229;5
0446532452;0446527793;5
0446532452;0446611867;5
006440188X;0316666343;5
0441304834;0515133876;5
042513525X;074343627X;5
014131088X;0446670251;5
0446605409;0380718332;5
0451181379;0451153553;5
0553274295;0446310786;5
0805019375;0553271636;5
0671880314;0446365386;5
0385508042;0446672211;5
0385492081;0671021001;5
0375502238;0743418174;5
0385490992;0385511612;5
0451181379;0425163407;5
0451181379;044021145X;5
0553569031;0425154092;5
0385508042;0446612790;5
0446519138;0060928336;5
0375727132;0316096199;5
0425122123;0425180964;5
0553568701;0553299506;5
042513699X;0385498802;5
0553277472;0316666343;5
006019491X;0385504209;5
0446520802;043935806X;5
0446605409;0425182878;5
0375506039;0385720106;5
0375727132;0385335482;5
044922046X;0553574671;5
0553250531;1400034779;5
0553569031;0425151867;5
0451162072;067102423X;5
0767915054;0743418174;5
0786817070;0590353403;5
0373218400;0515132020;5
0373218400;0515136530;5
0141000198;0375727345;5
0385508042;044651652X;5
0066214122;0345417623;5
0375727132;0316776963;5
042513699X;0446672211;5
0553561618;0553571885;5
0671693816;044021145X;5
0066214122;0345444884;5
0451173317;0670839531;5
0553569031;0425163407;5
0373218192;0373244487;5
0441010512;0449212602;5
0441009239;0316666343;5
0451163966;0316769487;5
0553561618;0440214041;5
0373218400;0515136379;5
0553274295;0440940001;5
042513525X;0671867172;5
0451181379;0451176464;5
0451181379;0425140032;5
0425179672;0671003755;5
0451180410;0380731851;5
0871136791;0316569321;5
0062502182;0156027321;5
0385507607;0375727345;5
0345465083;0671001795;5
0671701231;0671004573;5
0060085452;0060096195;5
0786867647;0375727345;5
042511774X;0060502258;5
0877017883;044651652X;5
014100018X;0385335482;5
0671867172;0671867091;5
0671867172;0671793489;5
044651862X;0375727345;5
044651862X;0385484518;5
0877017883;0446672211;5
0670813028;0670851086;5
0373218192;0515121843;5
0553274295;0451169522;5
0805036504;0449219364;5
0670813028;0670858692;5
0670813028;0670868361;5
0553582143;0553582127;5
0670813028;0743211383;5
0805019375;0553280368;5
0373218192;0515132020;5
0062502182;0060934719;5
0446675059;0385265700;5
0671673688;044021145X;5
0425137562;0316666343;5
0345465083;068484477X;5
1558531025;059035342X;5
0871136791;0156027321;5
0312282990;0671003755;5
0786867647;0316601950;5
0425136981;0425118703;5
080411868X;0060976845;5
0842329277;084233226X;5
044651862X;0375706771;5
140003065X;044023722X;5
0373218192;0515136379;5
0064471047;0345370775;5
0441172695;0345313151;5
0786867647;0070212570;5
0375756981;0609804138;5
0142000663;0312305060;5
0446603929;0425154092;5
044651862X;0670844527;5
0452278902;0451156609;5
0441009239;0441304834;5
0312422156;0671003755;5
0553277472;0345313860;5
0140440046;0316769487;5
0805019375;0805036377;5
0385490992;0385497466;5
087113795X;0446672211;5
0452278902;0451173317;5
0312306326;0312976275;5
0312306326;0312966091;5
0786817070;0142001740;5
0446675059;0446670251;5
0441172717;0553287893;5
0425115801;0425130711;5
0553274295;0679781587;5
0140440046;0671617028;5
0373218192;0373218397;5
0140440046;0316666343;5
0373218400;0373483503;5
0373218400;0373244487;5
0373218400;0373243790;5
0451163966;0312195516;5
0671888587;0440234743;5
0141000198;059035342X;5
0441172717;0345333926;5
0441172717;0345314255;5
0553561618;0446606189;5
0425115801;0451156609;5
0062502182;0385720106;5
0375727132;0743418174;5
0553582755;0451156609;5
0373218036;0425189031;5
0062502182;0345313860;5
0141000198;0375706771;5
0553277472;0345337662;5
0553258001;0345361792;5
0771060548;0375707972;5
014038572X;0345370775;5
0452278902;0452279178;5
0786817070;0439139597;5
0670032379;0743418174;5
0771060548;0312195516;5
0553277472;0345370775;5
0441172717;0345350499;5
087113795X;0060934417;5
0375727132;0446670251;5
0670032379;068484477X;5
0670032379;067976402X;5
0553277472;0385504209;5
0446603929;0446608815;5
0441172717;0553580272;5
0425115801;0425132951;5
0425115801;042513525X;5
0671042556;0316666343;5
0446520802;0446672211;5
0141000198;0385504209;5
0446519138;0060976845;5
0446603929;0425163407;5
0373218400;0515128554;5
0425184943;038079487X;5
0425115801;0440220602;5
0805062971;0140067477;5
0441008534;0441304834;5
0425184943;0312291639;5
038549081X;0385720955;5
0786862564;0440226430;5
0066214122;0380710218;5
0425184943;0312195516;5
0451209907;0440235596;5
0671038567;0380718332;5
0446520802;0446525537;5
0671028367;0446612790;5
0451181379;0451180232;5
0671880314;0446672211;5
0671888587;0446672211;5
0375727132;0375727345;5
0375500510;0140293248;5
038542471X;0385424736;5
0375504613;0385722206;5
0425115801;0345342968;5
0553274295;0671003755;5
0446602620;0375726403;5
0066214122;0679444815;5
0441172717;0440206154;5
0441172717;044021145X;5
0425115801;0385504209;5
087113795X;0312195516;5
0425122123;0425109720;5
0062502182;0385484518;5
0441010512;0345361792;5
0312422156;0385484518;5
0312422156;0140293248;5
1558531025;0060502258;5
0060085452;0385335482;5
0805036377;0399147195;5
0553583441;0515136530;5
087113795X;0316666343;5
0425184943;0385722206;5
0805059555;0553279556;5
0064407691;0345339738;5
0441010512;0441001971;5
0441010512;0375726403;5
0671695126;0671759345;5
1558531025;0060987103;5
0312421273;0156027321;5
038550926X;0440498058;5
0671038443;0671026011;5
0842342702;0842329242;5
0842342702;0842329129;5
0385508042;0671021001;5
0446603929;0446612790;5
0452278902;0670835382;5
0670031909;0316666343;5
0671880314;0156027321;5
0441010512;0441003745;5
0671888587;0380718340;5
0373218400;0373218397;5
0446603929;0446609323;5
0451162072;0451160525;5
0553272837;051512317X;5
0553272837;0515122734;5
0451162072;0451156609;5
0451162072;0451161351;5
0671701231;044021145X;5
0553274295;044021145X;5
0373243286;0399147128;5
0804114609;0440226430;5
0425116840;0425083837;5
0425116840;042510107X;5
0373243286;051511779X;5
0805036504;0553279556;5
0671042572;0804106304;5
084233226X;0316601950;5
0375502238;0375727345;5
0373243286;051513287X;5
0373243286;0515128546;5
0373243286;0515121843;5
0671693816;0385335881;5
0312284683;0786868716;5
0671693816;0380002930;5
0064471063;043935806X;5
0671673688;0671741195;5
0671693816;0375760911;5
0385508042;0060502258;5
0671673688;0671758896;5
0385424736;038542471X;5
044651862X;0446672211;5
0385424736;0385472943;5
0786866586;0316666343;5
0064471101;0060987103;5
0842329293;0842329218;5
0670032379;0385484518;5
0805036504;0553279912;5
0425109720;0425083837;5
0670813028;0451156609;5
0425116840;0440224764;5
0064472272;0060928336;5
0671673688;0671867156;5
0670813028;0399133143;5
0425105334;0375504397;5
0312966806;0440221471;5
0786866845;0061009059;5
0805036504;0553280341;5
0375756981;0679781587;5
0425137562;0380718332;5
0425116840;0425147584;5
0385510438;0385511612;5
0786866586;0316284955;5
0553260111;0385504209;5
0312284683;0385335482;5
0064471063;0345350499;5
0373218966;0515136530;5
0064472272;0064407667;5
0373218966;051513287X;5
0804117683;0316666343;5
0425137562;0380718340;5
0449006530;042518286X;5
0786866845;0316666343;5
0385421982;0440213525;5
0375502238;0345438329;5
0671880314;0684874350;5
0441172695;0451156609;5
0441005241;0425181685;5
0842329293;0842329250;5
0375701214;0375727345;5
0553274295;0312195516;5
0385509456;0375727345;5
0399143947;0399145087;5
0451166582;0451170385;5
0399148027;0670894605;5
0446676098;0316666343;5
0446394521;0345361792;5
0451166582;0451180232;5
0064407683;0446310786;5
0842329250;0842332340;5
044651862X;0345361792;5
0451166582;0451163524;5
0671042572;0440222656;5
0553277472;0060199652;5
0553274295;0316769487;5
0064400026;0064400557;5
0312282990;0060502258;5
0451180410;0316666343;5
042511774X;0316666343;5
0670032379;0375727345;5
0671693816;0345313860;5
0425121259;0553580221;5
0312282990;0312966970;5
0553274295;0345339681;5
0064471047;0439136350;5
0451166582;0451172817;5
0312282990;0316776963;5
0446676098;0060958022;5
0425136981;0425107469;5
0312282990;1400031354;5
0871136791;0142001740;5
0064471055;043935806X;5
0804114609;0142001740;5
0671673688;0440213525;5
0425137562;0425141233;5
044651862X;0142001740;5
0399148027;0375727345;5
080411868X;0446672211;5
0312282990;0679781587;5
0446519138;0385484518;5
014100018X;0312278586;5
0618002235;0439139597;5
0618002235;043935806X;5
0385509510;0060976845;5
0449006522;0440213525;5
0871136791;0070212570;5
0061020710;0061020702;5
0064472272;0385335482;5
0446516538;0316666343;5
0871136791;0375726403;5
0425121259;0743460529;5
0446394521;0385504209;5
0553574639;0553578308;5
0064471047;0671001795;5
0064471047;0618002227;5
0312422156;0316096199;5
0373243286;0515128554;5
037541309X;044023722X;5
0451204891;0425182908;5
140003065X;0312195516;5
000649840X;0156027321;5
080411868X;0345353145;5
0871136791;0375706410;5
0553578308;0553560247;5
080411868X;0316601950;5
0373218192;0515136530;5
080411868X;0440211727;5
0786867647;0842329129;5
0064472272;0440215625;5
0451166582;0451186362;5
0553582755;0553580191;5
0385421982;0316693200;5
0671042572;0446672211;5
0553574639;0553574671;5
0842329269;0842332278;5
0449006522;044023722X;5
0671701231;0671758896;5
0385421982;0316693006;5
0553578308;0553574639;5
0064472272;0375706771;5
0452264464;0156027321;5
042510687X;0451184963;5
0425178765;0345413903;5
0312199430;0449005615;5
0618002219;0312195516;5
0452264464;0316899984;5
0671617028;0446672211;5
0618002219;0345337662;5
0312199430;0679781587;5
0452264464;0385484518;5
0373484232;0553265741;5
0373484232;0515136530;5
0373484232;0515136379;5
0786889608;0440241073;5
0373484232;0515121843;5
0836218787;0836218353;5
0836218787;0836220889;5
0452264464;044021145X;5
0451167538;0671041789;5
0451167538;0671039741;5
0671525743;0515120618;5
0312201656;067976402X;5
0553213164;059035342X;5
0786890436;0142001740;5
015100692X;0316666343;5
0618002219;0446365386;5
0312243022;0060502258;5
0312243022;0060928336;5
015100692X;0142002267;5
0140119906;0312195516;5
015100692X;0345361792;5
0553268449;0316666343;5
0553574671;055356773X;5
0671617028;0671864173;5
0452264464;059035342X;5
0553582747;0671888587;5
0140119906;0060928336;5
0553574671;044922046X;5
0140119906;0375726403;5
0451167538;0671039725;5
0802130208;0156027321;5
0452260116;067976402X;5
0553560247;0425147622;5
0425178765;0425147622;5
0802130208;0060392452;5
0425132951;042513525X;5
0802130208;0316666343;5
0671729462;0671695169;5
0802130208;0345361792;5
0452260116;0452282829;5
0671729462;0671534718;5
0312171838;0312278586;5
0451190521;0451176464;5
0836218353;0836218787;5
0671729462;0671670689;5
0451170385;0425124347;5
0425132951;0425107469;5
0451190521;0451186362;5
0399145923;0515132020;5
042511984X;0451167317;5
0836218353;0836218620;5
042510687X;0440234743;5
0425132951;0425115801;5
0553582747;0553579754;5
0553582747;0553580221;5
0553268449;0452269571;5
0451191145;0316769487;5
0375706062;0312195516;5
0373484410;0515128546;5
0373484410;0515126772;5
0786890436;0679429220;5
0060175400;0316666343;5
0553278223;0316769487;5
0671729462;0316666343;5
0553275976;0064407667;5
0451170385;044021145X;5
042511984X;0451184963;5
0671729411;0671759345;5
0373484429;0515132020;5
0373484429;0515128546;5
042518286X;0449006530;5
0399147195;0399149155;5
0375401601;0345384466;5
0375401601;034538475X;5
0894805770;0385504209;5
0425189864;0425132048;5
055356451X;0553582526;5
0425192725;0449221482;5
0671743058;044021145X;5
0385720955;0316666343;5
037570504X;0060928336;5
0446363251;0316666343;5
0425119653;0743418174;5
0671743058;0451172817;5
0385720955;0156027321;5
0671758896;044021145X;5
042510107X;0425116840;5
0553802488;0316603287;5
0061097314;0060930535;5
0156007479;0060987103;5
0553278592;0515132020;5
0553278592;051513287X;5
0671525743;0671705091;5
0375706410;0871136791;5
0399145087;0425154092;5
0375706410;0812550706;5
0425118703;0451132378;5
0385482388;0804114986;5
0812575717;0812565959;5
0812575717;0812550706;5
015600710X;0679781587;5
0385482388;0060987103;5
0385502532;0452282829;5
0385482388;0156027321;5
0812565959;0812575717;5
0446606383;0380718340;5
0671743058;0312195516;5
0671568175;0671793489;5
0064400581;0312195516;5
0425192725;0553280341;5
0425192725;0553280368;5
0385502532;0345443284;5
080213825X;0312305060;5
140003180X;0316666343;5
0156028778;0375727345;5
0671758896;0671793489;5
015600710X;0316601950;5
0671758896;0671867156;5
0446606383;0345413881;5
0804105820;0385504209;5
0385503857;0385504209;5
0156028778;0060987103;5
0399147195;0805036377;5
0140257934;067976402X;5
0061097314;0316769487;5
0425181685;0345423402;5
140003180X;0060934417;5
055356451X;0671793489;5
0140254544;155874262X;5
0451191013;0671042858;5
0425192725;0449223604;5
0375705171;0446391301;5
0671743058;0375706771;5
042510107X;0425109720;5
0385720955;0312195516;5
0671758896;0440234743;5
0446604666;0375727345;5
0553278592;0515128554;5
0451190491;0451160525;5
0553268449;0385722206;5
0553576801;0786868716;5
0373484410;0425189031;5
0375706410;0679746048;5
0385498802;0375707972;5
0671617028;0140440046;5
0446604666;0440234743;5
0373484410;0515114693;5
0385498802;0375727345;5
0375706410;0684874350;5
0553574671;0553574639;5
0553576801;0316693235;5
0399144463;0446605239;5
002542730X;0439136350;5
0373484410;0373484224;5
0373484410;0373484003;5
0373484410;0373483503;5
0553801376;0385504209;5
0671525743;0553572997;5
0312199430;0316666343;5
0312199430;0375726403;5
0553268449;0345438329;5
0836218620;0836218353;5
0671727796;0380002930;5
0836218620;0836220889;5
015100692X;0446670251;5
0553802496;0425107469;5
0446530891;0399150897;5
0385498802;0060934417;5
0140143505;0385335482;5
0553278592;0553295977;5
0553278592;0373244487;5
0452262143;0345313860;5
0553263226;0553287737;5
0375502238;0451409973;5
0553584049;0515136379;5
0874776945;0060392452;5
0671695169;0671729462;5
038549081X;0140298479;5
0553574663;0061009059;5
0141000198;0312990456;5
0805063889;0312278586;5
0373218966;0399149392;5
0375401598;0679441018;5
0553561618;0345313860;5
0553578022;0553582127;5
0553277472;0802130208;5
0451205421;0316666343;5
0446607711;0440221471;5
014100018X;080410526X;5
080411935X;0060928336;5
0425179672;067976402X;5
0804114609;0786868716;5
0375502238;0452282152;5
0441102670;0441172717;5
0451183665;0440213525;5
0553258001;080410753X;5
0451209907;044023722X;5
0375727132;0312278586;5
0553569031;0380718332;5
044900371X;0452282152;5
0767915054;0375727345;5
0553278746;0449212602;5
0553273914;0316666343;5
014034294X;0439139597;5
0441569595;0345313860;5
0805036377;0553271636;5
0446519138;0070212570;5
0671888587;0316666343;5
0385424736;0440214041;5
0805063889;0060938455;5
0871136791;068484477X;5
0385424736;044021145X;5
0425121631;0425163407;5
038549081X;0140067477;5
0786862564;0385504209;5
0767915054;0375726403;5
0425121631;0425168298;5
0385510438;0316603287;5
0553578022;0553579983;5
0380005239;0316096199;5
0373218486;0515128554;5
0373218486;0515130389;5
1558531025;0425147622;5
0373218486;0515132020;5
0373218486;051513287X;5
0373218486;0515126772;5
0842332278;0842329129;5
0425179672;0425167313;5
0373218966;0373218036;5
0446603589;0345370775;5
0373218966;0373218397;5
0064410129;0064407675;5
0670030643;0316666343;5
1558531025;0439064872;5
0553260111;0440214041;5
0553260111;0440213525;5
0805036504;0590353403;5
1558531025;0446310786;5
0805063889;0671027360;5
0425109720;0425122123;5
0425109720;0425180964;5
0425109720;042510107X;5
0375502238;0316666343;5
0375413634;0312278586;5
0140328696;0064400557;5
0805036377;0805019375;5
0842332278;0842329269;5
0842332278;0842329250;5
0804115613;0385505833;5
0140386335;0440206154;5
0312924801;0312978383;5
0446607711;0440241073;5
0553277472;0375706771;5
0425180964;0425170349;5
0385498802;042513699X;5
0385498802;0449005615;5
0385498802;0446610038;5
0373484429;0373484224;5
0786890436;0804114986;5
0373484429;0373243790;5
0812548051;0812551486;5
0786890436;0743418174;5
0446527017;0385490992;5
0786890436;080410526X;5
0553275976;0060392452;5
0385498802;0671003755;5
0385512104;038572179X;5
0425180964;0440236673;5
0375706410;0375705856;5
0553802496;0316666343;5
0446604666;044661193X;5
0671528904;0316666343;5
0375401598;0679454470;5
0375401598;0679454489;5
0553560247;0425154092;5
0671729411;0671534718;5
0425180964;0425122123;5
0399145087;0399143947;5
0425180964;0425109720;5
006000438X;0743418174;5
0064405176;0440219078;5
0446527017;0316693235;5
0140177396;0684801523;5
006000438X;0679734775;5
0375706410;0312282990;5
006000438X;0679781587;5
0451183665;0345370775;5
0385472943;0385424736;5
1558531025;039480001X;5
0425115801;067102423X;5
0373218486;0373218397;5
0375506039;0312195516;5
0399146253;0385504209;5
0312924801;0440235596;5
0446519138;0671003755;5
0312924801;0425163407;5
0860074382;0877017883;5
0373218486;0399149392;5
0375703063;0142000205;5
0804115613;0375726403;5
0140179836;0316666343;5
0060096195;0743418204;5
0060096195;0743418174;5
0671034006;0316666343;5
0399145087;0385472951;5
0373218486;0373218400;5
0425184943;0743237188;5
0425121631;0425163385;5
0671038567;0425163407;5
0060085452;0316666343;5
0141301155;0441003257;5
0842332340;084233226X;5
0452280621;0156027321;5
0590112899;0590660543;5
0842332340;0842329250;5
0842332340;0842329218;5
0316781266;0060987529;5
0345402871;0451142934;5
0394820371;0440998050;5
0446611085;0312195516;5
0345402871;044021145X;5
1573225789;0060987561;5
0679774025;0316666343;5
0671004107;0060392452;5
0740704818;0380718340;5
0380978415;1400034779;5
0345314255;0441172717;5
0380973650;0385504209;5
0688170528;0312305060;5
0671004530;0671758896;5
0671004530;0671793489;5
0671004530;0671888587;5
0671004530;0743439740;5
0671004530;0671003755;5
0345402871;0345391055;5
0425153975;044021145X;5
0688170528;0375726403;5
0515135062;0425189031;5
1573225517;1573227331;5
0451137965;0451176464;5
0394223802;0375707972;5
034540288X;0440998050;5
044661193X;0446604666;5
0451137965;0451142934;5
0451137965;0451170385;5
0451137965;0440214041;5
0515135062;0515128554;5
0399150897;0399150439;5
034540288X;0440222656;5
034540288X;0440213525;5
0688177751;0312278586;5
1573226521;0316666343;5
0345391802;0553280341;5
0394820371;0345438329;5
0345391802;0618002227;5
0440223202;0451203771;5
0425153975;0451156609;5
0060934719;0385504209;5
0425153975;0345386108;5
0440224624;0345370775;5
0553280589;067976402X;5
0060934719;0380789035;5
0425153975;0425158594;5
0345339495;034529873X;5
0345339495;0345384911;5
0688170528;0670894605;5
1573227331;0060987103;5
0425153975;0425124347;5
0688170528;0446672211;5
0440223202;0440213290;5
0449910571;0060987561;5
0399148639;0743206029;5
0440223202;0440224594;5
0399148639;0743206045;5
0553572326;0446610038;5
0440940001;0312195516;5
0345447840;0446672211;5
0440940001;0070212570;5
038533558X;0786868716;5
0399141146;0312195516;5
0380728133;0312195516;5
0679439382;0312278586;5
0553571885;0446610038;5
0399148248;0316693006;5
0380727501;076790382X;5
0440940001;0316666343;5
0743460529;0671793489;5
0399148248;0316666343;5
0743460529;0671867113;5
0061015725;0671027387;5
0345459202;0679781587;5
0743460529;0671568175;5
0425166619;0451177096;5
0385335830;0312278586;5
0671026011;0440241073;5
0440122090;0440235596;5
0452283205;0375727345;5
0767900383;0385722206;5
0767900383;0375726403;5
0767900383;0385335482;5
0553279378;0316769487;5
0670851086;0451156609;5
0385335830;0140293248;5
0399148248;0553295977;5
0451157443;0451180232;5
0670880728;044651652X;5
0380727501;0743418174;5
0552131067;0552134651;5
0765342987;0345337662;5
0425083837;0425116840;5
0399148248;0373483503;5
0679441018;0345351525;5
0452283205;1400034779;5
0552142379;0552145424;5
0552142379;0552140295;5
0552142379;0552140287;5
0670880728;0439139597;5
0441003745;0441010512;5
0399148248;0515122734;5
0671026011;0671038443;5
0552998001;0552998486;5
0425083837;0425109720;5
038533656X;0743418204;5
0061015725;0671027360;5
0440180295;0060929871;5
0515093203;0515087122;5
0061015725;059035342X;5
0060248025;0439136350;5
0425142485;0553580221;5
0515090506;0515095826;5
0552142379;0552134627;5
0553571885;044021145X;5
0679441018;0375401598;5
0060248025;0679781587;5
